transaction_id,customer_transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
30977,1732,2019-04-18,14:43:14,8,43,5618,N,1,1,33,2,7,3.5,N
30978,1734,2019-04-18,18:46:03,8,43,190,N,1,1,33,2,7,3.5,N
30979,1736,2019-04-18,17:38:08,8,43,5142,N,1,1,37,2,6,3,N
30980,1736,2019-04-18,17:38:08,8,43,8348,N,1,2,65,2,1.6,0.8,N
30981,1749,2019-04-18,17:26:37,8,45,8459,Y,1,4,87,1,2.1,2.1,Y
30982,1749,2019-04-18,17:26:37,8,45,5145,Y,1,5,72,1,3.25,3.25,Y
30983,1750,2019-04-18,13:59:48,8,43,8404,N,1,1,29,1,2.5,2.5,N
30984,1752,2019-04-18,12:54:52,8,43,512,N,1,1,24,2,6,3,N
30985,1762,2019-04-18,12:25:01,8,45,5768,Y,1,1,37,2,6,3,N
30986,1762,2019-04-18,12:25:01,8,45,5596,Y,1,2,84,1,0.8,0.8,N
30987,1765,2019-04-18,18:20:11,8,45,8188,N,1,1,26,2,6,3,N
30988,1765,2019-04-18,18:20:11,8,45,8188,N,7,1,1,1,18,18,N
30989,1768,2019-04-18,12:57:37,8,43,715,Y,1,1,51,2,6,3,N
30990,1770,2019-04-18,13:03:44,8,45,8091,N,1,1,33,2,7,3.5,N
30991,1778,2019-04-18,14:41:11,8,43,5510,N,1,1,60,1,3.75,3.75,N
30992,1786,2019-04-18,13:24:15,8,43,8490,N,1,1,47,2,6,3,N
30993,1790,2019-04-18,19:41:51,8,43,47,N,1,1,37,1,3,3,N
30994,1790,2019-04-18,19:41:51,8,43,21,N,1,2,84,2,1.6,0.8,N
30995,1795,2019-04-18,14:44:33,8,45,678,Y,1,1,36,1,3.75,3.75,N
30996,1798,2019-04-18,12:01:51,8,43,5007,Y,1,1,60,2,7.5,3.75,N
30997,1800,2019-04-18,14:35:29,8,43,5119,Y,1,1,53,2,6,3,N
30998,1804,2019-04-18,16:37:05,8,43,8451,N,1,1,60,2,7.5,3.75,N
30999,1806,2019-04-18,15:38:25,8,43,8108,N,1,1,30,1,3,3,N
31000,1810,2019-04-18,17:12:39,8,45,8098,Y,1,1,25,1,2.2,2.2,N
31001,1815,2019-04-18,19:15:53,8,43,80,N,1,1,59,1,4.5,4.5,N
31002,1820,2019-04-18,17:59:18,8,45,680,Y,1,1,28,1,2,2,N
31003,1824,2019-04-18,15:46:14,8,43,8021,Y,1,1,50,1,2.5,2.5,N
31004,1828,2019-04-18,17:12:13,8,43,5818,Y,1,1,47,1,3,3,N
31005,1835,2019-04-18,14:49:24,8,43,702,N,1,1,53,2,6,3,N
31006,1841,2019-04-18,17:55:09,8,45,5560,N,1,1,36,1,3.75,3.75,N
31007,1842,2019-04-18,12:10:19,8,45,5383,N,1,1,51,1,3,3,N
31008,1846,2019-04-18,16:16:15,8,45,390,Y,1,1,30,1,3,3,N
31009,1864,2019-04-18,16:37:24,8,45,8114,N,1,1,61,1,4.75,4.75,N
31010,1875,2019-04-18,14:46:36,8,43,5734,N,1,1,45,1,3,3,N
31011,1881,2019-04-18,17:38:24,8,43,5021,Y,1,1,56,2,5.1,2.55,N
31012,1893,2019-04-18,17:22:31,8,43,657,Y,1,1,36,1,3.75,3.75,N
31013,1895,2019-04-18,15:22:53,8,43,5026,Y,1,1,36,2,7.5,3.75,N
31014,1896,2019-04-18,14:11:22,8,45,8312,N,1,1,52,1,2.5,2.5,N
31015,1900,2019-04-18,12:42:08,8,43,8497,N,1,1,56,2,5.1,2.55,N
31016,1907,2019-04-18,12:41:05,8,45,8493,Y,1,1,22,2,4,2,N
31017,1917,2019-04-18,14:32:45,8,45,614,Y,1,1,28,2,4,2,N
31018,1918,2019-04-18,16:09:50,8,45,791,Y,1,1,58,1,3.5,3.5,N
31019,1920,2019-04-18,13:13:12,8,43,142,Y,1,1,39,1,4.25,4.25,N
31020,1920,2019-04-18,13:13:12,8,43,3,Y,1,2,84,2,1.6,0.8,N
31021,1940,2019-04-18,13:21:12,8,45,8289,N,1,1,34,2,4.9,2.45,N
31022,1942,2019-04-18,12:48:43,8,45,5593,N,1,1,24,1,3,3,N
31023,1945,2019-04-18,17:09:30,8,45,417,N,1,1,54,2,5,2.5,N
31024,1947,2019-04-18,14:38:44,8,43,625,N,1,1,42,1,2.5,2.5,N
31025,1949,2019-04-18,16:30:26,8,43,566,N,1,1,58,2,7,3.5,N
31026,1952,2019-04-18,15:51:55,8,45,5237,Y,1,1,50,1,2.5,2.5,N
31027,1955,2019-04-18,11:42:27,8,45,8292,N,1,1,46,1,2.5,2.5,N
31028,1957,2019-04-18,17:03:47,8,43,332,Y,1,1,41,2,8.5,4.25,N
31029,1960,2019-04-18,12:37:26,8,45,8483,Y,1,1,44,1,2.5,2.5,N
31030,1971,2019-04-18,14:07:59,8,43,612,N,1,1,29,2,5,2.5,N
31031,1973,2019-04-18,12:02:53,8,43,5084,N,1,1,42,1,2.5,2.5,N
31032,1975,2019-04-18,13:10:44,8,45,28,N,1,1,41,1,4.25,4.25,N
31033,1975,2019-04-18,13:10:44,8,45,5684,N,1,2,64,1,0.8,0.8,N
31034,1977,2019-04-18,15:26:16,8,45,8068,Y,1,1,26,2,6,3,N
31035,1981,2019-04-18,12:19:39,8,43,5105,N,1,1,59,2,9,4.5,N
31036,1993,2019-04-18,13:30:00,8,43,8433,N,1,1,36,1,3.75,3.75,N
31037,2005,2019-04-18,18:55:02,8,43,5107,N,1,1,28,2,4,2,N
31038,2010,2019-04-18,13:17:54,8,45,168,N,1,1,61,1,4.75,4.75,N
31039,2018,2019-04-18,14:30:26,8,45,8392,N,1,1,36,2,7.5,3.75,N
31040,2020,2019-04-18,18:56:01,8,45,519,N,1,1,43,2,6,3,N
31041,2021,2019-04-18,13:43:05,8,43,777,N,1,1,30,2,6,3,N
31042,2026,2019-04-18,16:35:44,8,45,8015,Y,1,1,41,2,8.5,4.25,N
31043,2026,2019-04-18,16:35:44,8,45,8015,Y,1,5,74,1,3.5,3.5,N
31044,2027,2019-04-18,15:07:20,8,45,197,Y,1,1,32,2,6,3,N
31045,2029,2019-04-18,13:21:08,8,45,8073,N,1,1,46,2,5,2.5,N
31046,2032,2019-04-18,17:11:57,8,43,8170,N,1,1,36,1,3.75,3.75,N
31047,2040,2019-04-18,12:25:47,8,43,8409,Y,1,1,40,1,3.75,3.75,N
31048,2042,2019-04-18,19:56:43,8,43,8358,N,1,1,27,1,3.5,3.5,N
31049,2047,2019-04-18,18:16:37,8,45,8096,N,1,1,40,2,7.5,3.75,N
31050,2047,2019-04-18,18:16:37,8,45,8096,N,1,5,74,1,3.5,3.5,N
31051,2063,2019-04-18,13:46:46,8,45,5038,Y,1,1,26,1,3,3,N
31052,2063,2019-04-18,13:46:46,8,45,7,Y,1,5,73,1,3.75,3.75,N
31053,2067,2019-04-18,12:28:52,8,43,5338,N,1,1,24,2,6,3,N
31054,2067,2019-04-18,12:28:52,8,43,5353,N,1,5,77,1,3,3,N
31055,2071,2019-04-18,15:44:09,8,43,670,N,1,1,46,1,2.5,2.5,N
31056,2073,2019-04-18,19:56:26,8,43,8163,N,1,1,54,2,5,2.5,N
31057,2075,2019-04-18,15:12:29,8,45,8426,Y,1,1,44,2,5,2.5,N
31058,2084,2019-04-18,19:32:30,8,43,8313,N,1,1,45,1,3,3,N
31059,2085,2019-04-18,14:01:21,8,45,5594,N,1,1,25,1,2.2,2.2,N
31060,2092,2019-04-18,12:07:40,8,43,5653,Y,1,1,54,1,2.5,2.5,N
31061,2092,2019-04-18,12:07:40,8,43,5003,Y,1,5,79,1,3.75,3.75,N
31062,2096,2019-04-18,15:40:17,8,43,8328,N,1,1,54,1,2.5,2.5,N
31063,2098,2019-04-18,18:50:26,8,43,8406,Y,1,1,56,1,2.55,2.55,N
31064,2104,2019-04-18,18:55:59,8,43,8463,N,1,1,56,2,5.1,2.55,N
31065,2114,2019-04-18,14:12:24,8,45,5190,Y,1,1,40,1,3.75,3.75,N
31066,2114,2019-04-18,14:12:24,8,45,8002,Y,1,5,71,1,3.75,3.75,N
31067,2118,2019-04-18,15:34:05,8,45,8315,Y,1,1,60,1,3.75,3.75,N
31068,2129,2019-04-18,13:22:56,8,45,5646,N,1,1,58,1,3.5,3.5,N
31069,2133,2019-04-18,14:53:26,8,45,8147,Y,1,4,87,1,2.1,2.1,Y
31070,2133,2019-04-18,14:53:26,8,45,8147,Y,1,5,72,1,3.25,3.25,Y
31071,2133,2019-04-18,14:53:26,8,45,8147,Y,7,1,4,1,20.45,20.45,N
31072,2134,2019-04-18,19:49:07,8,43,8201,N,1,1,37,2,6,3,N
31073,2134,2019-04-18,19:49:07,8,43,8201,N,1,5,75,1,3.5,3.5,N
31074,2139,2019-04-18,16:38:54,8,43,8435,Y,1,1,35,2,6.2,3.1,N
31075,2139,2019-04-18,16:38:54,8,43,8435,Y,1,5,69,1,3.25,3.25,N
31076,2155,2019-04-18,17:53:38,8,45,5087,N,1,1,43,2,6,3,N
31077,2155,2019-04-18,17:53:38,8,45,5313,N,1,5,71,1,3.75,3.75,N
31078,2158,2019-04-18,13:26:03,8,45,8041,Y,1,1,55,2,8,4,N
31079,2160,2019-04-18,11:51:19,8,45,5396,Y,1,1,23,2,5,2.5,N
31080,2169,2019-04-18,13:28:18,8,43,5302,Y,1,1,58,2,7,3.5,N
31081,2174,2019-04-18,13:14:20,8,43,5668,Y,1,1,37,2,6,3,N
31082,2185,2019-04-18,14:57:28,8,43,5389,Y,1,1,35,2,6.2,3.1,N
31083,2186,2019-04-18,16:04:14,8,45,5100,Y,1,1,26,1,3,3,N
31084,2186,2019-04-18,16:04:14,8,45,5771,Y,9,1,83,1,14,14,N
31085,2193,2019-04-18,15:28:19,8,45,5888,N,1,1,25,2,4.4,2.2,N
31086,2198,2019-04-18,14:16:49,8,45,8382,N,1,1,46,1,2.5,2.5,N
31087,2198,2019-04-18,14:16:49,8,45,8382,N,1,5,73,1,3.75,3.75,N
31088,2200,2019-04-18,14:24:13,8,43,5155,N,1,1,38,2,7.5,3.75,N
31089,2208,2019-04-18,12:47:07,8,43,8122,N,1,1,61,2,9.5,4.75,N
31090,2213,2019-04-18,16:48:32,8,43,8375,Y,1,1,87,2,6,3,N
31091,2217,2019-04-18,19:50:26,8,45,600,Y,1,1,60,1,3.75,3.75,N
31092,2217,2019-04-18,19:50:26,8,45,5109,Y,7,1,14,1,8.95,8.95,N
31093,2227,2019-04-18,17:50:24,8,43,5099,Y,1,1,59,1,4.5,4.5,N
31094,2228,2019-04-18,15:01:47,8,43,8271,Y,1,1,53,2,6,3,N
31095,2231,2019-04-18,17:08:29,8,43,8484,Y,1,1,40,2,7.5,3.75,N
31096,2239,2019-04-18,11:48:18,8,45,104,N,1,1,60,2,7.5,3.75,N
31097,2242,2019-04-18,11:44:45,8,43,5385,Y,1,1,59,2,9,4.5,N
31098,8,2019-04-19,10:36:42,3,16,8171,N,1,1,51,2,6,3,N
31099,9,2019-04-19,08:28:48,3,20,8434,N,1,1,48,1,2.5,2.5,N
31100,11,2019-04-19,10:20:02,3,20,151,N,1,1,29,1,2.5,2.5,N
31101,23,2019-04-19,08:17:02,3,16,5822,N,1,1,23,1,2.5,2.5,N
31102,26,2019-04-19,08:03:24,3,20,8411,N,1,1,45,2,6,3,N
31103,28,2019-04-19,10:05:46,3,16,17,Y,1,1,57,1,3.1,3.1,N
31104,31,2019-04-19,08:35:06,3,20,263,N,1,1,22,2,4,2,N
31105,40,2019-04-19,10:10:25,3,20,223,N,1,1,37,2,6,3,N
31106,40,2019-04-19,10:10:25,3,20,5827,N,1,2,65,2,1.6,0.8,N
31107,48,2019-04-19,08:23:43,3,14,622,Y,1,1,56,1,2.55,2.55,N
31108,49,2019-04-19,09:52:03,3,14,5326,N,1,1,46,2,5,2.5,N
31109,49,2019-04-19,09:52:03,3,14,5111,N,7,1,13,1,8.95,8.95,N
31110,49,2019-04-19,09:52:03,3,14,8100,N,9,1,83,1,14,14,N
31111,50,2019-04-19,08:38:04,3,16,5200,N,1,1,58,1,3.5,3.5,N
31112,54,2019-04-19,08:04:24,3,14,420,N,1,1,29,1,2.5,2.5,N
31113,56,2019-04-19,09:38:56,3,20,732,Y,1,1,41,1,4.25,4.25,N
31114,56,2019-04-19,09:38:56,3,20,5861,Y,7,1,3,1,14.75,14.75,N
31115,57,2019-04-19,09:54:14,3,16,5129,Y,1,1,48,1,2.5,2.5,N
31116,65,2019-04-19,07:25:27,3,16,8051,Y,1,1,53,2,6,3,N
31117,76,2019-04-19,10:14:20,3,16,1,Y,1,1,57,2,6.2,3.1,N
31118,76,2019-04-19,10:14:20,3,16,8197,Y,1,5,76,1,3.5,3.5,N
31119,80,2019-04-19,10:18:33,3,20,5749,Y,1,1,35,1,3.1,3.1,N
31120,82,2019-04-19,09:04:28,3,16,534,N,1,1,52,2,5,2.5,N
31121,85,2019-04-19,10:53:38,3,14,5229,N,1,1,25,1,2.2,2.2,N
31122,88,2019-04-19,10:58:02,3,20,5921,N,1,1,58,2,7,3.5,N
31123,88,2019-04-19,10:58:02,3,20,75,N,7,1,8,1,45,45,N
31124,89,2019-04-19,08:11:36,3,20,5818,Y,1,1,54,1,2.5,2.5,N
31125,92,2019-04-19,07:31:14,3,16,256,N,1,1,60,2,7.5,3.75,N
31126,95,2019-04-19,08:04:32,3,14,8094,N,1,1,55,2,8,4,N
31127,96,2019-04-19,08:45:07,3,20,5859,Y,1,1,23,1,2.5,2.5,N
31128,97,2019-04-19,09:07:38,3,20,83,Y,1,1,39,2,8.5,4.25,N
31129,97,2019-04-19,09:07:38,3,20,247,Y,1,2,64,1,0.8,0.8,N
31130,97,2019-04-19,09:07:38,3,20,5512,Y,1,5,78,1,4.5,4.5,N
31131,98,2019-04-19,10:57:53,3,16,329,N,1,1,30,2,6,3,N
31132,102,2019-04-19,10:08:46,3,16,5683,N,1,1,53,2,6,3,N
31133,105,2019-04-19,08:17:53,3,16,319,Y,1,1,50,2,5,2.5,N
31134,105,2019-04-19,08:17:53,3,16,8053,Y,1,5,71,1,3.75,3.75,N
31135,117,2019-04-19,09:02:54,3,14,494,N,1,1,40,2,7.5,3.75,N
31136,117,2019-04-19,09:02:54,3,14,412,N,1,2,84,2,1.6,0.8,N
31137,129,2019-04-19,07:22:05,3,16,670,Y,1,1,56,1,2.55,2.55,N
31138,129,2019-04-19,07:22:05,3,16,216,Y,1,5,70,1,3.25,3.25,N
31139,131,2019-04-19,08:21:10,3,20,724,Y,1,1,23,2,5,2.5,N
31140,132,2019-04-19,09:17:46,3,20,162,Y,1,1,28,2,4,2,N
31141,133,2019-04-19,08:25:30,3,14,232,Y,1,1,32,2,6,3,N
31142,135,2019-04-19,07:00:17,3,20,5883,N,1,1,40,2,7.5,3.75,N
31143,135,2019-04-19,07:00:17,3,20,5046,N,1,2,84,1,0.8,0.8,N
31144,136,2019-04-19,07:25:12,3,20,792,N,1,1,56,2,5.1,2.55,N
31145,137,2019-04-19,08:05:36,3,14,59,N,1,1,51,2,6,3,N
31146,137,2019-04-19,08:05:36,3,14,396,N,7,1,21,1,13.33,13.33,N
31147,142,2019-04-19,09:13:32,3,16,5541,Y,1,1,29,1,2.5,2.5,N
31148,142,2019-04-19,09:13:32,3,16,5909,Y,7,1,15,1,9.25,9.25,N
31149,147,2019-04-19,09:33:09,3,14,5740,N,1,1,49,1,3,3,N
31150,157,2019-04-19,07:37:54,3,20,477,Y,1,1,61,1,4.75,4.75,N
31151,157,2019-04-19,07:37:54,3,20,477,Y,1,5,70,1,3.25,3.25,N
31152,157,2019-04-19,07:37:54,3,20,477,Y,7,1,21,1,13.33,13.33,N
31153,163,2019-04-19,10:08:45,3,14,573,N,1,1,59,2,9,4.5,N
31154,165,2019-04-19,09:34:56,3,20,8401,N,1,1,55,2,8,4,N
31155,166,2019-04-19,07:19:41,3,20,5528,N,1,1,23,1,2.5,2.5,N
31156,179,2019-04-19,08:09:13,3,16,5384,N,1,1,47,2,6,3,N
31157,183,2019-04-19,08:38:44,3,16,5825,N,1,1,60,2,7.5,3.75,N
31158,184,2019-04-19,08:53:10,3,14,5580,Y,1,1,44,1,2.5,2.5,N
31159,186,2019-04-19,10:39:19,3,16,728,Y,1,1,54,1,2.5,2.5,N
31160,201,2019-04-19,09:59:35,3,16,172,N,1,1,31,2,4.4,2.2,N
31161,204,2019-04-19,09:46:45,3,14,456,N,1,1,29,1,2.5,2.5,N
31162,207,2019-04-19,09:07:22,3,14,5255,N,1,1,32,1,3,3,N
31163,207,2019-04-19,09:07:22,3,14,5320,N,1,5,77,1,3,3,N
31164,213,2019-04-19,07:31:02,3,14,5691,Y,1,1,38,2,7.5,3.75,N
31165,213,2019-04-19,07:31:02,3,14,16,Y,1,2,65,1,0.8,0.8,N
31166,213,2019-04-19,07:31:02,3,14,420,Y,1,5,70,1,3.25,3.25,N
31167,215,2019-04-19,09:13:50,3,16,701,N,1,1,25,1,2.2,2.2,N
31168,222,2019-04-19,09:35:38,3,16,67,Y,1,1,57,1,3.1,3.1,N
31169,223,2019-04-19,10:06:24,3,20,8216,N,1,1,38,2,7.5,3.75,N
31170,223,2019-04-19,10:06:24,3,20,5656,N,1,2,65,1,0.8,0.8,N
31171,225,2019-04-19,09:36:45,3,14,769,Y,1,1,47,2,6,3,N
31172,238,2019-04-19,07:13:17,3,16,120,Y,1,1,27,2,7,3.5,N
31173,243,2019-04-19,08:58:01,3,20,707,N,1,1,29,1,2.5,2.5,N
31174,243,2019-04-19,08:58:01,3,20,364,N,7,1,2,1,18,18,N
31175,244,2019-04-19,08:09:55,3,14,54,Y,1,1,35,2,6.2,3.1,N
31176,246,2019-04-19,09:39:03,3,16,274,N,1,1,33,2,7,3.5,N
31177,249,2019-04-19,07:48:53,3,16,8401,Y,1,1,55,1,4,4,N
31178,252,2019-04-19,09:23:27,3,16,723,N,1,1,44,2,5,2.5,N
31179,254,2019-04-19,09:59:48,3,16,704,Y,1,1,36,2,7.5,3.75,N
31180,254,2019-04-19,09:59:48,3,16,704,Y,1,5,76,1,3.5,3.5,N
31181,262,2019-04-19,07:50:41,3,20,5204,Y,1,1,51,2,6,3,N
31182,263,2019-04-19,09:29:12,3,14,5312,Y,1,1,44,2,5,2.5,N
31183,266,2019-04-19,10:49:29,3,16,713,Y,1,1,51,1,3,3,N
31184,266,2019-04-19,10:49:29,3,16,5382,Y,1,5,78,1,4.5,4.5,N
31185,273,2019-04-19,07:45:46,3,14,5501,Y,1,1,49,2,6,3,N
31186,280,2019-04-19,08:25:09,3,20,5621,N,1,1,52,2,5,2.5,N
31187,282,2019-04-19,08:24:38,3,20,5323,Y,1,1,40,2,7.5,3.75,N
31188,282,2019-04-19,08:24:38,3,20,353,Y,1,2,65,1,0.8,0.8,N
31189,283,2019-04-19,09:10:00,3,14,5411,N,1,1,36,1,3.75,3.75,N
31190,284,2019-04-19,07:44:43,3,14,177,Y,1,1,42,2,5,2.5,N
31191,288,2019-04-19,10:23:58,3,14,5037,N,1,1,51,2,6,3,N
31192,288,2019-04-19,10:23:58,3,14,5816,N,1,5,70,1,3.25,3.25,N
31193,289,2019-04-19,10:15:21,3,20,8263,Y,1,1,45,2,6,3,N
31194,289,2019-04-19,10:15:21,3,20,721,Y,1,5,76,1,3.5,3.5,N
31195,292,2019-04-19,07:31:17,3,14,432,N,1,1,47,2,6,3,N
31196,292,2019-04-19,07:31:17,3,14,432,N,1,5,79,1,3.75,3.75,N
31197,296,2019-04-19,07:09:07,3,14,5325,Y,1,1,57,1,3.1,3.1,N
31198,301,2019-04-19,09:47:06,3,14,5047,N,1,1,36,2,7.5,3.75,N
31199,312,2019-04-19,07:02:45,3,20,655,N,1,1,48,1,2.5,2.5,N
31200,317,2019-04-19,09:08:47,3,14,492,Y,1,1,30,2,6,3,N
31201,317,2019-04-19,09:08:47,3,14,8065,Y,1,5,70,1,3.25,3.25,N
31202,318,2019-04-19,09:22:22,3,16,195,N,1,1,24,1,3,3,N
31203,318,2019-04-19,09:22:22,3,16,5855,N,7,1,7,1,19.75,19.75,N
31204,320,2019-04-19,09:54:45,3,14,5300,N,1,1,45,2,6,3,N
31205,324,2019-04-19,07:57:48,3,16,526,N,1,1,30,1,3,3,N
31206,324,2019-04-19,07:57:48,3,16,526,N,9,1,81,1,28,28,N
31207,330,2019-04-19,08:50:56,3,14,8109,Y,1,1,41,1,4.25,4.25,N
31208,330,2019-04-19,08:50:56,3,14,407,Y,1,2,64,1,0.8,0.8,N
31209,331,2019-04-19,08:05:28,3,14,40,N,1,1,30,2,6,3,N
31210,331,2019-04-19,08:05:28,3,14,767,N,9,1,83,1,14,14,N
31211,334,2019-04-19,09:34:31,3,20,570,Y,1,1,24,1,3,3,N
31212,336,2019-04-19,09:08:36,3,20,409,Y,1,1,55,1,4,4,N
31213,339,2019-04-19,10:43:35,3,16,84,N,1,1,47,2,6,3,N
31214,346,2019-04-19,09:20:33,3,14,5872,N,1,1,58,2,7,3.5,N
31215,346,2019-04-19,09:20:33,3,14,8378,N,1,5,72,1,3.25,3.25,N
31216,346,2019-04-19,09:20:33,3,14,5521,N,9,1,83,1,14,14,N
31217,347,2019-04-19,10:21:25,3,16,568,Y,1,1,22,1,2,2,N
31218,350,2019-04-19,09:53:10,3,14,5800,N,1,1,42,2,5,2.5,N
31219,356,2019-04-19,08:46:37,3,20,8228,N,1,1,59,1,4.5,4.5,N
31220,360,2019-04-19,09:31:30,3,20,725,Y,1,1,55,1,4,4,N
31221,361,2019-04-19,08:48:40,3,16,8157,N,1,1,26,1,3,3,N
31222,362,2019-04-19,08:52:22,3,14,5209,N,1,1,49,2,6,3,N
31223,362,2019-04-19,08:52:22,3,14,625,N,7,1,1,1,18,18,N
31224,371,2019-04-19,10:19:23,3,20,5450,Y,1,1,61,1,4.75,4.75,N
31225,372,2019-04-19,09:13:57,3,20,5942,Y,1,1,25,1,2.2,2.2,N
31226,373,2019-04-19,07:08:36,3,14,792,Y,1,1,58,2,7,3.5,N
31227,376,2019-04-19,07:57:11,3,14,286,N,1,1,27,1,3.5,3.5,N
31228,381,2019-04-19,08:08:17,3,20,8242,N,1,1,27,2,7,3.5,N
31229,385,2019-04-19,09:17:19,3,14,8050,N,1,1,34,2,4.9,2.45,N
31230,390,2019-04-19,10:58:06,3,20,128,Y,1,1,57,1,3.1,3.1,N
31231,396,2019-04-19,09:15:53,3,16,8109,Y,1,1,35,1,3.1,3.1,N
31232,397,2019-04-19,09:21:51,3,16,5108,N,1,1,25,1,2.2,2.2,N
31233,398,2019-04-19,08:37:51,3,20,375,Y,1,1,27,1,3.5,3.5,N
31234,401,2019-04-19,07:32:26,3,14,8359,N,1,1,46,1,2.5,2.5,N
31235,404,2019-04-19,07:03:19,3,20,382,N,1,1,44,2,5,2.5,N
31236,410,2019-04-19,07:14:03,3,14,5747,N,1,1,48,2,5,2.5,N
31237,422,2019-04-19,07:02:38,3,16,5488,N,1,1,42,2,5,2.5,N
31238,423,2019-04-19,07:58:30,3,20,18,Y,1,1,29,2,5,2.5,N
31239,426,2019-04-19,09:56:31,3,20,355,N,1,1,32,1,3,3,N
31240,426,2019-04-19,09:56:31,3,20,355,N,1,5,74,1,3.5,3.5,N
31241,430,2019-04-19,10:38:58,3,16,776,Y,1,1,52,2,5,2.5,N
31242,433,2019-04-19,10:54:43,3,14,642,Y,1,1,46,2,5,2.5,N
31243,434,2019-04-19,08:17:58,3,20,343,Y,1,1,38,1,3.75,3.75,N
31244,434,2019-04-19,08:17:58,3,20,8114,Y,1,2,84,1,0.8,0.8,N
31245,438,2019-04-19,10:02:52,3,20,5497,Y,1,1,44,2,5,2.5,N
31246,441,2019-04-19,08:32:06,3,20,142,N,1,1,32,2,6,3,N
31247,449,2019-04-19,09:05:30,3,20,5681,Y,1,1,30,1,3,3,N
31248,453,2019-04-19,08:37:13,3,14,5394,Y,1,1,36,1,3.75,3.75,N
31249,453,2019-04-19,08:37:13,3,14,469,Y,1,5,77,1,3,3,N
31250,459,2019-04-19,09:21:35,3,20,8004,Y,1,1,26,2,6,3,N
31251,466,2019-04-19,08:53:40,3,14,751,Y,1,1,41,2,8.5,4.25,N
31252,466,2019-04-19,08:53:40,3,14,8345,Y,1,2,84,1,0.8,0.8,N
31253,468,2019-04-19,10:13:41,3,20,8058,N,1,1,38,1,3.75,3.75,N
31254,468,2019-04-19,10:13:41,3,20,5943,N,1,2,65,2,1.6,0.8,N
31255,471,2019-04-19,08:17:33,3,20,251,Y,1,1,24,1,3,3,N
31256,472,2019-04-19,08:12:54,3,14,543,Y,1,1,38,1,3.75,3.75,N
31257,472,2019-04-19,08:12:54,3,14,186,Y,1,2,84,2,1.6,0.8,N
31258,473,2019-04-19,10:31:01,3,16,727,Y,1,1,54,2,5,2.5,N
31259,473,2019-04-19,10:31:01,3,16,5261,Y,7,1,6,1,21,21,N
31260,474,2019-04-19,08:33:20,3,20,155,Y,1,1,46,1,2.5,2.5,N
31261,474,2019-04-19,08:33:20,3,20,700,Y,1,5,79,1,3.75,3.75,N
31262,475,2019-04-19,10:29:39,3,16,8282,N,1,1,38,2,7.5,3.75,N
31263,475,2019-04-19,10:29:39,3,16,5204,N,1,2,64,1,0.8,0.8,N
31264,475,2019-04-19,10:29:39,3,16,228,N,1,5,71,1,3.75,3.75,N
31265,478,2019-04-19,08:53:50,3,16,121,Y,1,1,35,1,3.1,3.1,N
31266,490,2019-04-19,09:30:25,3,20,291,Y,1,1,51,2,6,3,N
31267,491,2019-04-19,10:31:20,3,16,8252,N,1,1,55,2,8,4,N
31268,491,2019-04-19,10:31:20,3,16,40,N,1,5,72,1,3.25,3.25,N
31269,492,2019-04-19,09:26:29,3,14,548,N,1,1,28,2,4,2,N
31270,492,2019-04-19,09:26:29,3,14,548,N,1,5,79,1,3.75,3.75,N
31271,493,2019-04-19,10:29:36,3,16,323,Y,1,1,60,1,3.75,3.75,N
31272,493,2019-04-19,10:29:36,3,16,323,Y,1,5,69,1,3.25,3.25,N
31273,498,2019-04-19,08:56:19,3,14,8304,N,1,1,40,1,3.75,3.75,N
31274,498,2019-04-19,08:56:19,3,14,5681,N,1,2,63,1,0.8,0.8,N
31275,498,2019-04-19,08:56:19,3,14,757,N,7,1,6,1,21,21,N
31276,502,2019-04-19,09:44:31,3,16,5471,Y,1,1,39,2,8.5,4.25,N
31277,502,2019-04-19,09:44:31,3,16,5147,Y,1,2,65,2,1.6,0.8,N
31278,503,2019-04-19,09:05:15,3,16,5494,N,1,1,57,2,6.2,3.1,N
31279,506,2019-04-19,10:13:18,3,14,8125,Y,1,1,37,1,3,3,N
31280,506,2019-04-19,10:13:18,3,14,51,Y,1,2,64,1,0.8,0.8,N
31281,506,2019-04-19,10:13:18,3,14,8450,Y,1,5,69,1,3.25,3.25,N
31282,507,2019-04-19,09:53:39,3,16,487,Y,1,1,24,1,3,3,N
31283,512,2019-04-19,08:01:42,3,20,5566,Y,1,1,59,2,9,4.5,N
31284,512,2019-04-19,08:01:42,3,20,507,Y,7,1,3,1,14.75,14.75,N
31285,514,2019-04-19,10:58:16,3,16,8208,Y,1,1,24,1,3,3,N
31286,524,2019-04-19,08:13:30,3,16,5773,N,1,1,37,2,6,3,N
31287,524,2019-04-19,08:13:30,3,16,5484,N,1,2,84,2,1.6,0.8,N
31288,533,2019-04-19,10:30:51,3,20,8347,N,1,1,54,2,5,2.5,N
31289,536,2019-04-19,10:52:34,3,20,794,N,1,1,32,1,3,3,N
31290,536,2019-04-19,10:52:34,3,20,794,N,1,5,76,1,3.5,3.5,N
31291,539,2019-04-19,09:06:09,3,20,8232,Y,1,1,26,1,3,3,N
31292,540,2019-04-19,10:34:04,3,20,746,N,1,1,40,2,7.5,3.75,N
